,id,question,label,group,prediction,correct
192,SP-77,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Sally lives in a place where six months of the year is mild summer and the temperature drops significantly the other six months. She owns a lake where there is a small island. She wants to build a house on the island and needs to get materials there. She doesn't have a boat, plane, or anything to transport them to the island. How does Sally solve this problem??

What is the correct answer to the question from the following choices?
(A) She waits to take the materials over during the colder months because the lake will freeze over, so she can walk over it.
(B) She drives a plane to load all the material she needs to the island.
(C) She borrows necessary materials from her neighborhood. Her neighborhood is rich and friendly.
(D) [MASK]
.",0,OG,0,1
193,SP-77_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Sally lives in an area with a warm summer for six months of the year and a harsh winter for the other six. She has a lake with a tiny island in it. She needs to transport supplies to the island since she wants to build a house there. She lacks a boat, an aircraft, or any other means of transportation to get them to the island. How does Sally deal with this issue?

What is the correct answer to the question from the following choices?
(A) She waits to take the materials over during the colder months because the lake will freeze over, so she can walk over it.

(B) She drives a plane to load all the material she needs to the island.
(C) She borrows necessary materials from her neighborhood. Her neighborhood is rich and friendly.
(D) [MASK]
.",0,SR,0,1
194,SP-77_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  James lives in a remote mountainous region that experiences heavy snowfall during the winter season. He wants to set up a cozy cabin on a picturesque plateau, but he needs to transport construction materials and furniture to the location. Unfortunately, there are no roads or accessible paths to reach the plateau. How does James overcome this challenge?

What is the correct answer to the question from the following choices?
(A) He waits for the heavy snowfall during the winter months and uses a sled to transport the construction materials and furniture.
(B) He drives a plane to load all the material he needs to the island.
(C) He borrows necessary materials from her neighborhood. Her neighborhood is rich and friendly.
(D) [MASK]
.",0,CR,0,1
195,SP-80,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What word would you use to describe a man who does not have all his fingers on one hand??

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) Disabled.
(C) Digitally handicapped.
(D) None of above.",3,OG,3,1
196,SP-80_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What adjective best describes a man without all of his fingers on one hand?

What is the correct answer to the question from the following choices?
(A) Disabled.
(B) Digitally impaired.
(C) [MASK]
(D) None of above.",3,SR,3,1
197,SP-80_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  What adjective best describes a man without all of his toes on one foot?

What is the correct answer to the question from the following choices?
(A) Digitally handicapped.
(B) [MASK]
(C) Disabled.
(D) None of above.",3,CR,3,1
198,SP-81,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How did the boy kick his soccer ball ten feet, and then have it come back to him on its own??

What is the correct answer to the question from the following choices?
(A) The wind is so strong that the ball doesn't fly so far.
(B) There is a rope between the ball and the boy.
(C) He kicked it up.

(D) [MASK]
.",2,OG,0,0
199,SP-81_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  How did the young youngster kick his soccer ball 10 feet, and it miraculously returned to him?

What is the correct answer to the question from the following choices?
(A) The wind is so strong that the ball doesn't fly so far.
(B) There is a rope between the ball and the boy.
(C) He kicked it up.

(D) [MASK]
.",2,SR,0,0
200,SP-81_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A star baseball pitcher threw the baseball 1 mile far, and it miraculously returned to him? How is that possible?

What is the correct answer to the question from the following choices?
(A) The wind is so strong that the ball doesn't fly so far.
(B) He threw it up.

(C) There is a rope between the ball and the boy.
(D) [MASK]
.",1,CR,0,0
201,SP-82,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two mothers and two daughters went out to eat, everyone ate one slice of pizza, yet only three slices were eaten. How's that possible??

What is the correct answer to the question from the following choices?
(A) One piece of pizza is enough for two girls.
(B) One mother gave her pizza to two girls.
(C) [MASK]
(D) None of above.",2,OG,0,0
202,SP-82_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  When two moms and two daughters went out to dine, just three slices of pizza were consumed. What makes that possible?

What is the correct answer to the question from the following choices?
(A) One piece of pizza is enough for two girls.
(B) The group included a grandmother, her daughter and her daughter's daughter.

(C) One mother gave her pizza to two girls.
(D) [MASK]
.",1,SR,0,0
203,SP-82_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  Two mothers and two daughters go shopping. They equally split the $21 they have between them. How on earth is this even possible?

What is the correct answer to the question from the following choices?
(A) One mother gave her dollars to two girls.
(B) Seven dollar is enough for two girls.
(C) The group included a grandmother, her daughter and her daughter's daughter.

(D) [MASK]
.",2,CR,0,0
204,SP-83,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A man dressed in all black is walking down a country lane. Suddenly, a large black car with no lights on comes around the corner and speeches to a halt. How did the car's driver know he was there?

What is the correct answer to the question from the following choices?
(A) It was day time.

(B) The driver was paying much attention.
(C) [MASK]
(D) None of above.",0,OG,1,0
205,SP-83_SR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A guy is strolling down a rural way while wearing nothing but black. Unexpectedly, a big, dark automobile turns the corner without any lights on and stops abruptly. How did the driver of the automobile know that he was there?

What is the correct answer to the question from the following choices?
(A) [MASK]
(B) The driver was paying much attention.
(C) It was day time.

(D) None of above.",2,SR,1,0
206,SP-83_CR,"Select the most suitable option to answer the question. Ignore [MASK] options.
 Question:  A girl was hanging around in the countryside. She slipped and fell into a 60-foot well, yet she didn't get wet. How is this possible?

What is the correct answer to the question from the following choices?
(A) The well is too deep.
(B) [MASK]
(C) The well is dry.
(D) None of above.",2,CR,2,1
